Generation,Policy_Index,Fitness,Policy_JSON
63,12,1510,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
63,13,11660,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""flap"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""do_nothing"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
63,14,15220,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
63,15,1410,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""flap"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
63,16,37430,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""flap"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:medium_pos:above_velo:rising"": ""do_nothing""}"
63,17,56010,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:close"": ""flap""}"
63,18,56010,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""do_nothing"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
63,19,15330,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""do_nothing"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
64,0,16880,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:close"": ""flap""}"
64,1,3110,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""do_nothing"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
64,2,1480,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
64,3,18500,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""flap"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:medium_pos:above_velo:rising"": ""do_nothing""}"
64,4,6540,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""do_nothing"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
64,5,21920,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""do_nothing"", ""dist:close"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""do_nothing""}"
64,6,22050,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""do_nothing"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:medium_pos:below_velo:rising"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""flap"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap"", ""dist:close_velo:rising"": ""do_nothing""}"
64,7,630,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close_pos:above_velo:stable"": ""do_nothing"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:above_velo:rising"": ""flap"", ""pos:below"": ""do_nothing"", ""dist:far_pos:above"": ""flap"", ""dist:far_pos:above_velo:rising"": ""flap"", ""dist:far_pos:below_velo:rising"": ""do_nothing"", ""dist:close_pos:aligned"": ""do_nothing"", ""pos:above_velo:falling"": ""do_nothing"", ""pos:aligned_velo:stable"": ""flap"", ""dist:close_pos:above_velo:falling"": ""flap"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""dist:medium_velo:stable"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""flap"", ""default"": ""flap""}"
64,8,1610,"{""dist:medium"": ""do_nothing"", ""dist:far_pos:aligned_velo:rising"": ""flap"", ""dist:medium_pos:below"": ""do_nothing"", ""pos:above"": ""do_nothing"", ""velo:falling"": ""flap"", ""dist:close"": ""flap"", ""dist:close_pos:above_velo:rising"": ""flap"", ""dist:far_pos:aligned"": ""do_nothing"", ""pos:below_velo:rising"": ""do_nothing"", ""dist:medium_velo:stable"": ""do_nothing"", ""velo:rising"": ""flap"", ""dist:medium_pos:aligned_velo:stable"": ""flap"", ""dist:far_pos:above_velo:stable"": ""do_nothing"", ""pos:above_velo:stable"": ""do_nothing"", ""velo:stable"": ""do_nothing"", ""dist:medium_pos:above_velo:falling"": ""flap"", ""dist:close_pos:aligned_velo:rising"": ""do_nothing"", ""dist:far_pos:above_velo:falling"": ""flap"", ""pos:aligned"": ""do_nothing"", ""pos:above_velo:rising"": ""flap"", ""pos:below_velo:falling"": ""do_nothing"", ""dist:close_pos:below_velo:stable"": ""do_nothing"", ""dist:close_pos:aligned_velo:stable"": ""do_nothing"", ""dist:far"": ""do_nothing"", ""default"": ""flap""}"
